id,category,page,prompt,law_basis,note
traffic_law_choice-215,traffic_law_choice,16,汽車駕駛人無照駕駛大貨車、大客車、聯結車之行為，經舉發後除罰鍰外，並,道路交通管理處罰條例第21條,無照、越級、吊扣期間或容許無照駕駛之處罰
traffic_law_choice-216,traffic_law_choice,16,汽機車駕駛人，駕駛汽機車經酒精濃度測試檢定超過標準值，除罰鍰、 當場移置保管該汽機車外，並吊扣其駕駛執照,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-217,traffic_law_choice,16,駕駛汽車行駛於高速公路或快速公路，汽車駕駛人、前座或小型車後座乘客未繫安全帶者，將處駕駛人罰鍰新臺幣,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_choice-218,traffic_law_choice,16,裝置高音量喇叭或其他產生噪音器物者，處汽車所有人罰鍰並,道路交通安全規則第23條；道路交通安全規則第24條；道路交通管理處罰條例第16條,車輛異動登記項目；車籍、所有人或地址等變更登記；未依規定辦理變更登記之處罰
traffic_law_choice-219,traffic_law_choice,16,汽車駕駛人於道路上蛇行駕駛，應處以,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_choice-223,traffic_law_choice,17,"汽車駕駛人無正當理由，不依規定接受道路交通安全講習者，處新臺幣1,800 元罰鍰，經再通知依限參加講習，逾期6 個月以上仍不參加者，應罰",道路交通管理處罰條例第24條,道路交通安全講習制度
traffic_law_choice-224,traffic_law_choice,17,酒後駕車酒精濃度超過規定標準被當場移置保管車輛，其罰鍰,道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_choice-225,traffic_law_choice,17,汽車所有人或駕駛人於辦理車輛過戶、停駛、復駛、繳交牌照、註銷牌照、換發牌照或駕駛執照前,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-226,traffic_law_choice,17,汽車駕駛人有下列何種情況，須參加道路交通安全講習,道路交通管理處罰條例第24條,道路交通安全講習制度
traffic_law_choice-227,traffic_law_choice,17,汽車進入隧道內可否任意停車、臨時停車、超車或倒車,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_choice-232,traffic_law_choice,17,在高速或快速公路同一車道上行駛之小型車輛時速在70 公里時，前後兩車間最少距離應為,高速公路及快速公路交通管制規則第6條,高速或快速公路行車安全距離
traffic_law_choice-233,traffic_law_choice,17,行駛高速或快速公路之汽車除在指定之場所外,高速公路及快速公路交通管制規則第12條,高速或快速公路停車與路肩暫停規則
traffic_law_choice-234,traffic_law_choice,18,汽車裝載危險物品行駛高速或快速公路時，應行駛,高速公路及快速公路交通管制規則第8條；道路交通安全規則第84條,高速或快速公路車道使用規則；危險物品裝載及警示規定
traffic_law_choice-236,traffic_law_choice,18,在高速公路之交通事故由何機關處理,高速公路及快速公路交通管制規則第3條,高速公路及快速公路管理機關
traffic_law_choice-237,traffic_law_choice,18,在高速公路行車時突然發現車輛性能低落，車速無法達到60 公里時應,高速公路及快速公路交通管制規則第14條,上高速或快速公路前檢查車況及途中不得缺水缺電缺燃料
traffic_law_choice-239,traffic_law_choice,18,正常天候下，高速或快速公路之最高行車速度限制為,高速公路及快速公路交通管制規則第5條,高速或快速公路速限及低能見度行車
traffic_law_choice-240,traffic_law_choice,18,濃霧、濃煙、大雨、強風，致能見度甚低時在高速或快速公路行駛之車輛時速,高速公路及快速公路交通管制規則第5條,高速或快速公路速限及低能見度行車
traffic_law_choice-245,traffic_law_choice,18,汽車行進中，發現鄰側車道車輛已開啟方向燈，有變換車道意圖時應,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_choice-249,traffic_law_choice,19,在高速或快速公路行車錯過了出口匝道,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_choice-250,traffic_law_choice,19,梅花型的交通標誌是,道路交通標誌標線號誌設置規則第12條,國道路線編號標誌樣式
traffic_law_choice-251,traffic_law_choice,19,高速或快速公路之內側車道為超車道，但小型車輛於不堵塞行車之狀況下,高速公路及快速公路交通管制規則第8條,高速或快速公路車道使用規則
traffic_law_choice-253,traffic_law_choice,19,行駛高速或快速公路欲變換車道時，除顯示方向燈外，最重要的是,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_choice-256,traffic_law_choice,19,行駛高速或快速公路駛入主線,高速公路及快速公路交通管制規則第7條,由交流道或匝道進入主線之規則
traffic_law_choice-260,traffic_law_choice,19,夜間會車如來車以強烈的頭燈或遠光燈照射，駕駛人應,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_choice-262,traffic_law_choice,19,汽車肇事後,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-263,traffic_law_choice,19,對地區鑑定會之汽車肇事責任鑑定有異議時，應,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-265,traffic_law_choice,20,超速是肇事的主因之一，預防之道,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-266,traffic_law_choice,20,車輛於交岔路口左轉，以下何者為錯,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-275,traffic_law_choice,20,酒後開車，對駕駛人會產生「視覺之隧道效應」，駕駛者猶如在隧道中行車，前有亮光但四周漆黑，故酒後駕車,道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_choice-281,traffic_law_choice,21,汽車駕駛人駕駛汽車經測試檢定，其吐氣所含酒精濃度不得達每公升,道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_choice-282,traffic_law_choice,21,汽車肇事，傷者有休克現象時臉色呈,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-288,traffic_law_choice,21,小客車附載幼童未依規定安置於安全椅者，應處駕駛人,道路交通管理處罰條例第31條,未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_choice-291,traffic_law_choice,22,汽車號牌遺失不報請補發，經舉發後仍不辦理而行駛者,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_choice-292,traffic_law_choice,22,"汽車駕駛人對幾歲以下或需要特別看護之兒童，單獨留置於車內者，處駕駛人新臺幣3,000 元罰鍰，並施以4 小時道路交通安全講習",道路交通管理處罰條例第24條,道路交通安全講習制度
traffic_law_choice-293,traffic_law_choice,22,"汽車駕駛人行車速度，超過規定之最高時速多少公里以上者，處新臺幣6,000～36,000 元罰鍰，並當場禁止其駕駛",道路交通安全規則第93條；道路交通管理處罰條例第40條,一般道路速限規則；一般超速或低於最低速限之處罰
traffic_law_choice-295,traffic_law_choice,22,汽車駕駛人駕駛營業大客車，因酒後駕駛應吊銷其駕駛執照，並,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-296,traffic_law_choice,22,經終身吊銷汽車駕駛執照之受處分人，如為肇事致人死亡案件，經吊銷駕駛執照處分執行已逾幾年，得向公路主管機關申請考領駕駛執照,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-297,traffic_law_choice,22,大型汽車在同向三車道以上之道路，除準備左轉彎外，不得行駛,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-299,traffic_law_choice,22,適當的跟車距離，為什麼可以防止肇事，因為,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-305,traffic_law_choice,23,汽車駕駛人駕駛汽車肇事，無人受傷或死亡且汽車尚能行駛，應優先,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-306,traffic_law_choice,23,汽車肇事後在地面標繪相關證物位置後，下列何種狀況應將車輛立即移至路邊，切勿妨礙交通,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-307,traffic_law_choice,23,汽車肇事後在最高速限超過50~60 公里之路段，應在車後多少公尺處放置車輛故障標誌,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_choice-308,traffic_law_choice,23,汽車肇事時，若以路權責任歸屬，下列何者為正確,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_choice-313,traffic_law_choice,23,汽車行經交岔路口，行車管制號誌為綠燈時,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-314,traffic_law_choice,23,行車至交岔路口，號誌為閃光黃燈時，應該如何處置才正確,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-315,traffic_law_choice,23,汽車行經無號誌管制之交岔路口，比較安全的做法是,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-319,traffic_law_choice,23,對向行駛之汽車，左右轉彎進入二車道以上之道路時,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-359,traffic_law_choice,26,後車門之兒童安全鎖，其作用是避免兒童於後座不小心開啟車門，致使發生危險。當兒童安全鎖置於關閉位置時,道路交通安全規則第112條,停車地點與方式
traffic_law_choice-382,traffic_law_choice,28,領有學習駕駛證學習道路駕駛之行駛路線，須報請哪個機關核准,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_choice-383,traffic_law_choice,28,領有學習駕駛證學習道路駕駛時，應在哪些道路實施始為恰當,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_choice-384,traffic_law_choice,28,領有學習駕駛證學習道路駕駛時，如未領有駕駛執照之人在旁監護指導者，屬違規行為，應處以,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-385,traffic_law_choice,28,道路駕駛練習時除攜帶行車執照外，並應隨身攜帶什麼證件,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_choice-386,traffic_law_choice,28,雖帶有學習駕駛證，而在未經許可之道路或規定之時間，開車練習道路駕駛者,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_choice-388,traffic_law_choice,28,禁止臨時停車路段，其禁止時間為每日之,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_choice-389,traffic_law_choice,28,禁止臨時停車路段,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_choice-391,traffic_law_choice,28,停車時應依車輛順行方向緊靠道路右側，但單行道應緊靠路邊停車；其右側前後輪胎外側距離緣石或路面邊緣，不得逾,道路交通安全規則第112條,停車地點與方式
traffic_law_choice-392,traffic_law_choice,28,小型汽車於路邊臨時停車時，應依車輛順行方向緊靠道路右側，其右側前後輪胎外側距離緣石或路面邊緣不得超過,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_choice-393,traffic_law_choice,28,汽車須臨時停車時，應在無禁止臨時停車路段,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_choice-395,traffic_law_choice,29,行駛於長度4 公里以上或經管理機關公告之隧道時小型車應保持,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_choice-396,traffic_law_choice,29,汽車行駛於長度4 公里以上或經管理機關公告之隧道內因隧道壅塞、事故導致車速低於每小時20 公里或停止時，仍應保持,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_choice-398,traffic_law_choice,29,汽車行駛至設有禁止迴車標誌、禁止左轉標誌，劃有分向限制線、禁止超車線或禁止變換車道線之路段,道路交通安全規則第97條,雙向二車道路段行駛及分向線規則
traffic_law_choice-399,traffic_law_choice,29,汽車在設有彎道、陡坡、狹橋、隧道標誌之路段，或是鐵路平交道路段,道路交通安全規則第104條,平交道通過規則
traffic_law_choice-404,traffic_law_choice,29,領有牌照之自用小客車，其出廠年份超過10 年以上者，每年至少定期檢驗,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_choice-406,traffic_law_choice,29,小型車行駛高速公路或快速公路，前後兩車間之行車安全距離為，在正常天候狀況下，依車輛速率之每小時公里數值,高速公路及快速公路交通管制規則第6條,高速或快速公路行車安全距離
traffic_law_choice-409,traffic_law_choice,30,汽車駕駛人行駛高速公路，未保持安全距離因而肇事致人死亡者，處罰,高速公路及快速公路交通管制規則第6條；道路交通管理處罰條例第33條,高速或快速公路行車安全距離；高速或快速公路違反管制規定之處罰
traffic_law_choice-413,traffic_law_choice,30,遇有內側車道封閉施工時，可否使用外側路肩通行,高速公路及快速公路交通管制規則第8條,高速或快速公路車道使用規則
traffic_law_choice-414,traffic_law_choice,30,計程車駕駛人對乘客繫安全帶之規定，已盡告知義務乘客仍不繫安全帶應處罰,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_choice-418,traffic_law_choice,30,行駛於長度4 公里以上或經管理機關公告之隧道時大型車應保持,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_choice-424,traffic_law_choice,31,汽車駕駛人，行經有燈光號誌管制之大眾捷運系統車輛共用通行交岔路口闖紅燈者,道路交通安全規則第102條；道路交通管理處罰條例第53條,交岔路口轉彎、號誌、指揮與讓車規則；闖紅燈與紅燈右轉之處罰
traffic_law_choice-425,traffic_law_choice,31,汽車行駛至有大眾捷運系統車輛共用通行，但聲光號誌故障而無交通指揮人員指揮之交岔路口時，駕駛人應,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_choice-431,traffic_law_choice,31,汽車駕駛人駕駛汽車肇事，無人受傷或死亡汽車尚能行駛，而不儘速將汽車位置標繪移置路邊，致妨礙交通者，處駕駛人新臺幣,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_choice-432,traffic_law_choice,31,發生道路交通事故，駕駛人或肇事人應先為處置不包含以下那項,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_choice-434,traffic_law_choice,32,汽車駕駛人駕駛汽車肇事，無人受傷或死亡而未依規定處置者，處新臺幣,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_choice-435,traffic_law_choice,32,汽車駕駛人肇事，無人傷亡汽車尚能行駛，應先標繪車輛位置及痕跡證據後，將車輛移置不妨礙交通之處，「標繪」方式包含,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_choice-436,traffic_law_choice,32,汽車駕駛人拆除消音器造成噪音，處罰鍰丶當場禁止其行駛丶吊扣汽車牌照6 個月，於1 年內再犯者，處,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_choice-437,traffic_law_choice,32,車輛行經輕軌號誌化路口，如何安全通過路口,道路交通安全規則第94條；道路交通安全規則第102條,大眾捷運系統車輛共用通行之避讓；共用通行交岔路口之通行規則
traffic_law_choice-444,traffic_law_choice,33,汽車駕駛人，駕駛汽車行近行人穿越道或其他依法可供行人穿越之交岔路口，有行人穿越時，不暫停讓行人先行通過者，處,道路交通安全規則第103條；道路交通管理處罰條例第44條,行近行人穿越道應暫停讓行人；未讓行人或致人受傷之處罰
traffic_law_choice-445,traffic_law_choice,33,汽車駕駛人，駕駛汽車行近行人穿越道或其他依法可供行人穿越之交岔路口，有行人穿越時，不暫停讓行人先行通過，因而肇事致人受傷者，處,道路交通安全規則第103條；道路交通管理處罰條例第44條,行近行人穿越道應暫停讓行人；未讓行人或致人受傷之處罰
traffic_law_choice-446,traffic_law_choice,33,依據車輛具駕駛輔助系統功能的車主手冊內容，該功能遇下列何種道路情境可能無法即時正常運作正確辨識，進而造成交通事故危險,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_choice-447,traffic_law_choice,33,在使用駕駛輔助系統時，駕駛人應如何應對突然的交通情況變化,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_choice-449,traffic_law_choice,33,下列哪項不是使用車輛駕駛輔助系統的優點,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_choice-450,traffic_law_choice,33,使用車輛駕駛輔助系統時最重要的注意事項是什麼,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-006,traffic_law_truefalse,2,綠燈允許你依序通過，但駕駛人仍應注意違規闖紅燈的人和車。,道路交通管理處罰條例第53條,闖紅燈與紅燈右轉之處罰
traffic_law_truefalse-009,traffic_law_truefalse,2,後面汽車為避免灰塵而超越我車，我也討厭灰塵，只有再超越前車。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-012,traffic_law_truefalse,2,隨便按鳴喇叭，製造噪音，是不道德的行為。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-020,traffic_law_truefalse,3,夜間會車時應使用近光燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-021,traffic_law_truefalse,3,聞後車喇叭聲或顯示超車燈光，要求讓其超車時，如車前路況無障礙，應減速靠邊行駛，並顯示燈光或手勢表示允讓。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-023,traffic_law_truefalse,3,如遇老弱婦孺身心障礙者在行人穿越道上行動緩慢，應按鳴喇叭促其快速通過。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-030,traffic_law_truefalse,3,不肇事，不違反道路交通安全規則是行車安全的主要條件。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-049,traffic_law_truefalse,4,開車肇事致人死傷，如果出於故意，是依故意殺人或傷害罪處理。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-051,traffic_law_truefalse,4,不良的駕駛習慣都是由於不正確、不適當的自然習性養成，諸如：跟車太近、任意變換車道超車、搶道轉彎、開快車超速或匆忙駕駛等都是常見錯誤的行車動作。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-052,traffic_law_truefalse,4,轉向未先顯示方向燈、未注意後方來車等均是車輛轉彎肇事的主要原因。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-053,traffic_law_truefalse,4,駕車起駛進入車道或變換車道前，應先顯示方向燈，注視照後鏡及頭部擺動察看隔鄰車道汽車動態，藉以消除照後鏡之盲點。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-055,traffic_law_truefalse,4,"公路長隧道為一種特殊空間，呈現密閉化、地下化等特性，發生火災時其溫度往往超過 1,000℃，若發生事故，可能引發重大災害。",高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-056,traffic_law_truefalse,4,長隧道內禁止載運危險物品、超長、超寬、超高、及超重汽車行駛。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-059,traffic_law_truefalse,4,汽車行駛於長隧道內，中途嚴禁停車添加燃油。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-060,traffic_law_truefalse,4,汽車進入隧道內，因隧道內光線較為昏暗，應開亮頭燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-061,traffic_law_truefalse,5,汽車在隧道內遇事故時，儘可能將汽車停放於路邊設置之緊急停車彎，並開啟危險警告燈。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-062,traffic_law_truefalse,5,若汽車因故停滯於長隧道內，而導致空氣品質不佳或有害氣體濃度過高時，用路人應暫時將座車熄火，以減少廢氣產生。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-063,traffic_law_truefalse,5,行經長隧道內若遇火災，應保持鎮定，車輛立即向隧道兩側停靠，讓出通道以利救災車輛進入。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-064,traffic_law_truefalse,5,行駛於長隧道內若發生火災時，應熄火停車，所有人員攜帶貴重物品下車，鑰匙留置車內，並不得上鎖，以便搶救人員移置車輛。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-065,traffic_law_truefalse,5,汽車行駛於長隧道遇發生火災時，為降低火災產生黑煙之危害，逃生時應儘量降低身形，往車行反方向疏散。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-066,traffic_law_truefalse,5,癲癇疾病患者，檢具醫療院所醫師出具最近二年以上未發作診斷證明書者，得報考機車及普通小型車駕照。,道路交通安全規則第64條,體格檢查與健康條件
traffic_law_truefalse-067,traffic_law_truefalse,5,酒精、 麻醉劑或興奮劑中毒者，不得參加駕駛執照考驗。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-068,traffic_law_truefalse,5,小型貨車裝載貨物，由地面算起，高度不得超過2.85 公尺。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
